,training,target,algs,NB,trainsize,targetsize
173,3,0,"('aes256', 'sha256')",0.5004653930664062,4096,65536
174,3,0,"('aes256', 'sha256hmac')",0.502655029296875,4096,16384
175,3,0,"('aes256', 'sha256hmac')",0.5038909912109375,4096,32768
176,3,0,"('aes256', 'sha256hmac')",0.501708984375,4096,65536
177,3,0,"('sha256', 'sha256hmac')",0.494140625,4096,16384
178,3,0,"('sha256', 'sha256hmac')",0.494903564453125,4096,32768
179,3,0,"('sha256', 'sha256hmac')",0.49875640869140625,4096,65536
180,3,0,"('tdea', 'aes256')",0.499603271484375,8192,16384
181,3,0,"('tdea', 'aes256')",0.4986724853515625,8192,32768
182,3,0,"('tdea', 'aes256')",0.5007247924804688,8192,65536
183,3,0,"('tdea', 'sha256')",0.49639892578125,8192,16384
184,3,0,"('tdea', 'sha256')",0.497467041015625,8192,32768
185,3,0,"('tdea', 'sha256')",0.501190185546875,8192,65536
186,3,0,"('tdea', 'sha256hmac')",0.49774169921875,8192,16384
187,3,0,"('tdea', 'sha256hmac')",0.4974365234375,8192,32768
188,3,0,"('tdea', 'sha256hmac')",0.49756622314453125,8192,65536
189,3,0,"('aes256', 'sha256')",0.496795654296875,8192,16384
190,3,0,"('aes256', 'sha256')",0.4987945556640625,8192,32768
191,3,0,"('aes256', 'sha256')",0.5004653930664062,8192,65536
192,3,0,"('aes256', 'sha256hmac')",0.497344970703125,8192,16384
193,3,0,"('aes256', 'sha256hmac')",0.4961090087890625,8192,32768
194,3,0,"('aes256', 'sha256hmac')",0.498291015625,8192,65536
195,3,0,"('sha256', 'sha256hmac')",0.494140625,8192,16384
196,3,0,"('sha256', 'sha256hmac')",0.494903564453125,8192,32768
197,3,0,"('sha256', 'sha256hmac')",0.49875640869140625,8192,65536
198,3,0,"('tdea', 'aes256')",0.500396728515625,16384,16384
199,3,0,"('tdea', 'aes256')",0.5013275146484375,16384,32768
200,3,0,"('tdea', 'aes256')",0.49927520751953125,16384,65536
201,3,0,"('tdea', 'sha256')",0.49639892578125,16384,16384
202,3,0,"('tdea', 'sha256')",0.497467041015625,16384,32768
203,3,0,"('tdea', 'sha256')",0.501190185546875,16384,65536
204,3,0,"('tdea', 'sha256hmac')",0.49774169921875,16384,16384
205,3,0,"('tdea', 'sha256hmac')",0.4974365234375,16384,32768
206,3,0,"('tdea', 'sha256hmac')",0.49756622314453125,16384,65536
207,3,0,"('aes256', 'sha256')",0.496795654296875,16384,16384
208,3,0,"('aes256', 'sha256')",0.4987945556640625,16384,32768
209,3,0,"('aes256', 'sha256')",0.5004653930664062,16384,65536
210,3,0,"('aes256', 'sha256hmac')",0.49554443359375,16384,16384
211,3,0,"('aes256', 'sha256hmac')",0.4936676025390625,16384,32768
212,3,0,"('aes256', 'sha256hmac')",0.498565673828125,16384,65536
213,3,0,"('sha256', 'sha256hmac')",0.494140625,16384,16384
214,3,0,"('sha256', 'sha256hmac')",0.494903564453125,16384,32768
215,3,0,"('sha256', 'sha256hmac')",0.49875640869140625,16384,65536
216,4,0,"('tdea', 'aes256')",0.500396728515625,4096,16384
217,4,0,"('tdea', 'aes256')",0.5013275146484375,4096,32768
218,4,0,"('tdea', 'aes256')",0.49927520751953125,4096,65536
219,4,0,"('tdea', 'sha256')",0.50360107421875,4096,16384
220,4,0,"('tdea', 'sha256')",0.502532958984375,4096,32768
221,4,0,"('tdea', 'sha256')",0.498809814453125,4096,65536
222,4,0,"('tdea', 'sha256hmac')",0.50225830078125,4096,16384
223,4,0,"('tdea', 'sha256hmac')",0.5025634765625,4096,32768
224,4,0,"('tdea', 'sha256hmac')",0.5024337768554688,4096,65536
225,4,0,"('aes256', 'sha256')",0.496795654296875,4096,16384
226,4,0,"('aes256', 'sha256')",0.4987945556640625,4096,32768
227,4,0,"('aes256', 'sha256')",0.5004653930664062,4096,65536
228,4,0,"('aes256', 'sha256hmac')",0.502655029296875,4096,16384
229,4,0,"('aes256', 'sha256hmac')",0.5038909912109375,4096,32768
230,4,0,"('aes256', 'sha256hmac')",0.501708984375,4096,65536
231,4,0,"('sha256', 'sha256hmac')",0.494140625,4096,16384
232,4,0,"('sha256', 'sha256hmac')",0.494903564453125,4096,32768
233,4,0,"('sha256', 'sha256hmac')",0.49875640869140625,4096,65536
234,4,0,"('tdea', 'aes256')",0.500396728515625,8192,16384
235,4,0,"('tdea', 'aes256')",0.5013275146484375,8192,32768
236,4,0,"('tdea', 'aes256')",0.49927520751953125,8192,65536
237,4,0,"('tdea', 'sha256')",0.49639892578125,8192,16384
238,4,0,"('tdea', 'sha256')",0.497467041015625,8192,32768
239,4,0,"('tdea', 'sha256')",0.501190185546875,8192,65536
240,4,0,"('tdea', 'sha256hmac')",0.49774169921875,8192,16384
241,4,0,"('tdea', 'sha256hmac')",0.4974365234375,8192,32768
242,4,0,"('tdea', 'sha256hmac')",0.49756622314453125,8192,65536
243,4,0,"('aes256', 'sha256')",0.496795654296875,8192,16384
244,4,0,"('aes256', 'sha256')",0.4987945556640625,8192,32768
245,4,0,"('aes256', 'sha256')",0.5004653930664062,8192,65536
246,4,0,"('aes256', 'sha256hmac')",0.502655029296875,8192,16384
247,4,0,"('aes256', 'sha256hmac')",0.5038909912109375,8192,32768
248,4,0,"('aes256', 'sha256hmac')",0.501708984375,8192,65536
249,4,0,"('sha256', 'sha256hmac')",0.494140625,8192,16384
250,4,0,"('sha256', 'sha256hmac')",0.494903564453125,8192,32768
251,4,0,"('sha256', 'sha256hmac')",0.49875640869140625,8192,65536
252,4,0,"('tdea', 'aes256')",0.500396728515625,16384,16384
253,4,0,"('tdea', 'aes256')",0.5013275146484375,16384,32768
254,4,0,"('tdea', 'aes256')",0.49927520751953125,16384,65536
255,4,0,"('tdea', 'sha256')",0.50360107421875,16384,16384
256,4,0,"('tdea', 'sha256')",0.502532958984375,16384,32768
257,4,0,"('tdea', 'sha256')",0.498809814453125,16384,65536
258,4,0,"('tdea', 'sha256hmac')",0.49774169921875,16384,16384
259,4,0,"('tdea', 'sha256hmac')",0.4974365234375,16384,32768
260,4,0,"('tdea', 'sha256hmac')",0.49756622314453125,16384,65536
261,4,0,"('aes256', 'sha256')",0.496795654296875,16384,16384
262,4,0,"('aes256', 'sha256')",0.4987945556640625,16384,32768
263,4,0,"('aes256', 'sha256')",0.5004653930664062,16384,65536
264,4,0,"('aes256', 'sha256hmac')",0.502655029296875,16384,16384
265,4,0,"('aes256', 'sha256hmac')",0.5038909912109375,16384,32768
266,4,0,"('aes256', 'sha256hmac')",0.501708984375,16384,65536
267,4,0,"('sha256', 'sha256hmac')",0.494140625,16384,16384
268,4,0,"('sha256', 'sha256hmac')",0.494903564453125,16384,32768
269,4,0,"('sha256', 'sha256hmac')",0.49875640869140625,16384,65536
270,5,0,"('tdea', 'aes256')",0.500396728515625,4096,16384
271,5,0,"('tdea', 'aes256')",0.5013275146484375,4096,32768
272,5,0,"('tdea', 'aes256')",0.49927520751953125,4096,65536
273,5,0,"('tdea', 'sha256')",0.50360107421875,4096,16384
274,5,0,"('tdea', 'sha256')",0.502532958984375,4096,32768
275,5,0,"('tdea', 'sha256')",0.498809814453125,4096,65536
276,5,0,"('tdea', 'sha256hmac')",0.50225830078125,4096,16384
277,5,0,"('tdea', 'sha256hmac')",0.5025634765625,4096,32768
278,5,0,"('tdea', 'sha256hmac')",0.5024337768554688,4096,65536
279,5,0,"('aes256', 'sha256')",0.503204345703125,4096,16384
280,5,0,"('aes256', 'sha256')",0.5012054443359375,4096,32768
281,5,0,"('aes256', 'sha256')",0.49953460693359375,4096,65536
282,5,0,"('aes256', 'sha256hmac')",0.502655029296875,4096,16384
283,5,0,"('aes256', 'sha256hmac')",0.5038909912109375,4096,32768
284,5,0,"('aes256', 'sha256hmac')",0.501708984375,4096,65536
285,5,0,"('sha256', 'sha256hmac')",0.505859375,4096,16384
286,5,0,"('sha256', 'sha256hmac')",0.505096435546875,4096,32768
287,5,0,"('sha256', 'sha256hmac')",0.5012435913085938,4096,65536
288,5,0,"('tdea', 'aes256')",0.500396728515625,8192,16384
289,5,0,"('tdea', 'aes256')",0.5013275146484375,8192,32768
290,5,0,"('tdea', 'aes256')",0.49927520751953125,8192,65536
291,5,0,"('tdea', 'sha256')",0.50360107421875,8192,16384
292,5,0,"('tdea', 'sha256')",0.502532958984375,8192,32768
293,5,0,"('tdea', 'sha256')",0.498809814453125,8192,65536
294,5,0,"('tdea', 'sha256hmac')",0.49774169921875,8192,16384
295,5,0,"('tdea', 'sha256hmac')",0.4974365234375,8192,32768
296,5,0,"('tdea', 'sha256hmac')",0.49756622314453125,8192,65536
297,5,0,"('aes256', 'sha256')",0.503204345703125,8192,16384
298,5,0,"('aes256', 'sha256')",0.5012054443359375,8192,32768
299,5,0,"('aes256', 'sha256')",0.49953460693359375,8192,65536
300,5,0,"('aes256', 'sha256hmac')",0.502655029296875,8192,16384
301,5,0,"('aes256', 'sha256hmac')",0.5038909912109375,8192,32768
302,5,0,"('aes256', 'sha256hmac')",0.501708984375,8192,65536
303,5,0,"('sha256', 'sha256hmac')",0.505859375,8192,16384
304,5,0,"('sha256', 'sha256hmac')",0.505096435546875,8192,32768
305,5,0,"('sha256', 'sha256hmac')",0.5012435913085938,8192,65536
306,5,0,"('tdea', 'aes256')",0.500396728515625,16384,16384
307,5,0,"('tdea', 'aes256')",0.5013275146484375,16384,32768
308,5,0,"('tdea', 'aes256')",0.49927520751953125,16384,65536
309,5,0,"('tdea', 'sha256')",0.50360107421875,16384,16384
310,5,0,"('tdea', 'sha256')",0.502532958984375,16384,32768
311,5,0,"('tdea', 'sha256')",0.498809814453125,16384,65536
312,5,0,"('tdea', 'sha256hmac')",0.50225830078125,16384,16384
313,5,0,"('tdea', 'sha256hmac')",0.5025634765625,16384,32768
314,5,0,"('tdea', 'sha256hmac')",0.5024337768554688,16384,65536
315,5,0,"('aes256', 'sha256')",0.496795654296875,16384,16384
316,5,0,"('aes256', 'sha256')",0.4987945556640625,16384,32768
317,5,0,"('aes256', 'sha256')",0.5004653930664062,16384,65536
318,5,0,"('aes256', 'sha256hmac')",0.502655029296875,16384,16384
319,5,0,"('aes256', 'sha256hmac')",0.5038909912109375,16384,32768
320,5,0,"('aes256', 'sha256hmac')",0.501708984375,16384,65536
321,5,0,"('sha256', 'sha256hmac')",0.505859375,16384,16384
322,5,0,"('sha256', 'sha256hmac')",0.505096435546875,16384,32768
323,5,0,"('sha256', 'sha256hmac')",0.5012435913085938,16384,65536
324,6,0,"('tdea', 'aes256')",0.500396728515625,4096,16384
325,6,0,"('tdea', 'aes256')",0.5013275146484375,4096,32768
326,6,0,"('tdea', 'aes256')",0.49927520751953125,4096,65536
327,6,0,"('tdea', 'sha256')",0.50360107421875,4096,16384
328,6,0,"('tdea', 'sha256')",0.502532958984375,4096,32768
329,6,0,"('tdea', 'sha256')",0.498809814453125,4096,65536
330,6,0,"('tdea', 'sha256hmac')",0.49774169921875,4096,16384
331,6,0,"('tdea', 'sha256hmac')",0.4974365234375,4096,32768
332,6,0,"('tdea', 'sha256hmac')",0.49756622314453125,4096,65536
333,6,0,"('aes256', 'sha256')",0.503204345703125,4096,16384
334,6,0,"('aes256', 'sha256')",0.5012054443359375,4096,32768
335,6,0,"('aes256', 'sha256')",0.49953460693359375,4096,65536
336,6,0,"('aes256', 'sha256hmac')",0.502655029296875,4096,16384
337,6,0,"('aes256', 'sha256hmac')",0.5038909912109375,4096,32768
338,6,0,"('aes256', 'sha256hmac')",0.501708984375,4096,65536
339,6,0,"('sha256', 'sha256hmac')",0.505859375,4096,16384
340,6,0,"('sha256', 'sha256hmac')",0.505096435546875,4096,32768
341,6,0,"('sha256', 'sha256hmac')",0.5012435913085938,4096,65536
342,6,0,"('tdea', 'aes256')",0.500396728515625,8192,16384
343,6,0,"('tdea', 'aes256')",0.5013275146484375,8192,32768
344,6,0,"('tdea', 'aes256')",0.49927520751953125,8192,65536
345,6,0,"('tdea', 'sha256')",0.50360107421875,8192,16384
346,6,0,"('tdea', 'sha256')",0.502532958984375,8192,32768
347,6,0,"('tdea', 'sha256')",0.498809814453125,8192,65536
348,6,0,"('tdea', 'sha256hmac')",0.49774169921875,8192,16384
349,6,0,"('tdea', 'sha256hmac')",0.4974365234375,8192,32768
350,6,0,"('tdea', 'sha256hmac')",0.49756622314453125,8192,65536
351,6,0,"('aes256', 'sha256')",0.496795654296875,8192,16384
352,6,0,"('aes256', 'sha256')",0.4987945556640625,8192,32768
353,6,0,"('aes256', 'sha256')",0.5004653930664062,8192,65536
354,6,0,"('aes256', 'sha256hmac')",0.497344970703125,8192,16384
355,6,0,"('aes256', 'sha256hmac')",0.4961090087890625,8192,32768
356,6,0,"('aes256', 'sha256hmac')",0.498291015625,8192,65536
357,6,0,"('sha256', 'sha256hmac')",0.494140625,8192,16384
358,6,0,"('sha256', 'sha256hmac')",0.494903564453125,8192,32768
359,6,0,"('sha256', 'sha256hmac')",0.49875640869140625,8192,65536
360,6,0,"('tdea', 'aes256')",0.500396728515625,16384,16384
361,6,0,"('tdea', 'aes256')",0.5013275146484375,16384,32768
362,6,0,"('tdea', 'aes256')",0.49927520751953125,16384,65536
363,6,0,"('tdea', 'sha256')",0.50360107421875,16384,16384
364,6,0,"('tdea', 'sha256')",0.502532958984375,16384,32768
365,6,0,"('tdea', 'sha256')",0.498809814453125,16384,65536
366,6,0,"('tdea', 'sha256hmac')",0.49774169921875,16384,16384
367,6,0,"('tdea', 'sha256hmac')",0.4974365234375,16384,32768
368,6,0,"('tdea', 'sha256hmac')",0.49756622314453125,16384,65536
369,6,0,"('aes256', 'sha256')",0.496795654296875,16384,16384
